Overriding config with config/train_taylor_corpus_baseline.py:
# Baseline configuration
out_dir = 'out-taylor-corpus'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'taylor-baseline'
dataset = 'taylor_swift_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2
learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'mps' # change to 'cuda' if you have a GPU # changed from CPU
compile = False 
# set True only on Linux with GPU
tokens per iteration will be: 16,384
found vocab_size = 80 (inside data/taylor_swift_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,745,856 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: False
iter 2290: loss 0.2747, time 294.10ms, mfu 1.18%
iter 2300: loss 0.3177, time 293.31ms, mfu 1.19%
iter 2310: loss 0.3112, time 294.27ms, mfu 1.20%
iter 2320: loss 0.3004, time 294.89ms, mfu 1.20%
iter 2330: loss 0.3006, time 294.09ms, mfu 1.21%
iter 2340: loss 0.3079, time 294.60ms, mfu 1.22%
iter 2350: loss 0.3062, time 295.30ms, mfu 1.22%
iter 2360: loss 0.3143, time 294.07ms, mfu 1.23%
iter 2370: loss 0.2811, time 295.21ms, mfu 1.23%
iter 2380: loss 0.2703, time 294.81ms, mfu 1.23%
iter 2390: loss 0.3108, time 294.42ms, mfu 1.24%
iter 2400: loss 0.2882, time 292.12ms, mfu 1.24%
iter 2410: loss 0.2776, time 294.62ms, mfu 1.24%
iter 2420: loss 0.2779, time 295.23ms, mfu 1.24%
iter 2430: loss 0.2944, time 295.09ms, mfu 1.25%
iter 2440: loss 0.2623, time 295.24ms, mfu 1.25%
iter 2450: loss 0.2922, time 295.50ms, mfu 1.25%
iter 2460: loss 0.2822, time 295.39ms, mfu 1.25%
iter 2470: loss 0.2694, time 294.45ms, mfu 1.25%
iter 2480: loss 0.2706, time 295.83ms, mfu 1.25%
iter 2490: loss 0.2837, time 295.56ms, mfu 1.25%
step 2500: train loss 0.1150, val loss 2.7111
iter 2500: loss 0.2633, time 41077.22ms, mfu 1.13%
iter 2510: loss 0.2628, time 294.85ms, mfu 1.14%
iter 2520: loss 0.2575, time 295.98ms, mfu 1.15%
iter 2530: loss 0.2513, time 294.65ms, mfu 1.17%
iter 2540: loss 0.2562, time 294.84ms, mfu 1.18%
iter 2550: loss 0.2724, time 295.45ms, mfu 1.18%
iter 2560: loss 0.2625, time 295.25ms, mfu 1.19%
iter 2570: loss 0.2779, time 293.58ms, mfu 1.20%
iter 2580: loss 0.2664, time 295.53ms, mfu 1.21%
iter 2590: loss 0.2486, time 295.79ms, mfu 1.21%
iter 2600: loss 0.2543, time 295.37ms, mfu 1.22%
iter 2610: loss 0.2542, time 296.19ms, mfu 1.22%
iter 2620: loss 0.2381, time 294.72ms, mfu 1.23%
iter 2630: loss 0.2612, time 294.97ms, mfu 1.23%
iter 2640: loss 0.2428, time 295.19ms, mfu 1.23%
iter 2650: loss 0.2452, time 294.70ms, mfu 1.24%
iter 2660: loss 0.2658, time 298.15ms, mfu 1.24%
iter 2670: loss 0.2413, time 296.16ms, mfu 1.24%
iter 2680: loss 0.2384, time 294.72ms, mfu 1.24%
iter 2690: loss 0.2407, time 295.27ms, mfu 1.24%
iter 2700: loss 0.2396, time 295.93ms, mfu 1.25%
iter 2710: loss 0.2464, time 294.54ms, mfu 1.25%
iter 2720: loss 0.2261, time 299.15ms, mfu 1.25%
iter 2730: loss 0.2355, time 299.17ms, mfu 1.25%
iter 2740: loss 0.2314, time 294.98ms, mfu 1.25%
step 2750: train loss 0.1000, val loss 2.8599
iter 2750: loss 0.2334, time 42313.69ms, mfu 1.12%
iter 2760: loss 0.2318, time 296.22ms, mfu 1.14%
iter 2770: loss 0.2369, time 299.28ms, mfu 1.15%
iter 2780: loss 0.2362, time 297.93ms, mfu 1.16%
iter 2790: loss 0.2264, time 295.32ms, mfu 1.17%
iter 2800: loss 0.2425, time 294.97ms, mfu 1.18%
iter 2810: loss 0.2285, time 295.33ms, mfu 1.19%
iter 2820: loss 0.2445, time 295.89ms, mfu 1.19%
iter 2830: loss 0.2246, time 295.23ms, mfu 1.20%
iter 2840: loss 0.2070, time 310.92ms, mfu 1.20%
iter 2850: loss 0.2175, time 299.70ms, mfu 1.21%
iter 2860: loss 0.2206, time 294.95ms, mfu 1.21%
iter 2870: loss 0.2468, time 295.36ms, mfu 1.22%
iter 2880: loss 0.2217, time 294.84ms, mfu 1.22%
iter 2890: loss 0.2165, time 294.11ms, mfu 1.23%
iter 2900: loss 0.2081, time 295.08ms, mfu 1.23%
iter 2910: loss 0.2201, time 295.80ms, mfu 1.23%
iter 2920: loss 0.2081, time 294.98ms, mfu 1.24%
iter 2930: loss 0.2204, time 295.71ms, mfu 1.24%
iter 2940: loss 0.2267, time 295.21ms, mfu 1.24%
iter 2950: loss 0.2062, time 295.40ms, mfu 1.24%
iter 2960: loss 0.2011, time 295.53ms, mfu 1.24%
iter 2970: loss 0.2156, time 295.61ms, mfu 1.25%
iter 2980: loss 0.2047, time 295.80ms, mfu 1.25%
iter 2990: loss 0.2069, time 295.00ms, mfu 1.25%
step 3000: train loss 0.0910, val loss 2.9767
iter 3000: loss 0.2067, time 41135.37ms, mfu 1.13%
iter 3010: loss 0.2071, time 295.08ms, mfu 1.14%
iter 3020: loss 0.1848, time 294.54ms, mfu 1.15%
iter 3030: loss 0.2105, time 294.43ms, mfu 1.16%
iter 3040: loss 0.1996, time 295.34ms, mfu 1.17%
iter 3050: loss 0.1926, time 294.91ms, mfu 1.18%
iter 3060: loss 0.2062, time 294.26ms, mfu 1.19%
iter 3070: loss 0.2018, time 294.58ms, mfu 1.20%
iter 3080: loss 0.2021, time 295.48ms, mfu 1.20%
iter 3090: loss 0.1997, time 294.92ms, mfu 1.21%
iter 3100: loss 0.2031, time 295.11ms, mfu 1.22%
iter 3110: loss 0.2057, time 294.64ms, mfu 1.22%
iter 3120: loss 0.2009, time 301.01ms, mfu 1.22%
iter 3130: loss 0.1862, time 304.07ms, mfu 1.22%
iter 3140: loss 0.2032, time 294.03ms, mfu 1.23%
iter 3150: loss 0.1964, time 293.95ms, mfu 1.23%
iter 3160: loss 0.1913, time 294.99ms, mfu 1.23%
iter 3170: loss 0.1964, time 295.05ms, mfu 1.24%
iter 3180: loss 0.1834, time 295.02ms, mfu 1.24%
iter 3190: loss 0.1794, time 301.07ms, mfu 1.24%
iter 3200: loss 0.1892, time 304.97ms, mfu 1.24%
iter 3210: loss 0.1861, time 300.09ms, mfu 1.24%
iter 3220: loss 0.1763, time 297.66ms, mfu 1.24%
iter 3230: loss 0.1794, time 294.62ms, mfu 1.24%
iter 3240: loss 0.1794, time 298.37ms, mfu 1.24%
step 3250: train loss 0.0830, val loss 3.0783
iter 3250: loss 0.1871, time 41613.78ms, mfu 1.12%
iter 3260: loss 0.1836, time 295.74ms, mfu 1.13%
iter 3270: loss 0.1757, time 294.96ms, mfu 1.15%
iter 3280: loss 0.1775, time 295.07ms, mfu 1.16%
iter 3290: loss 0.1845, time 295.34ms, mfu 1.17%
iter 3300: loss 0.1740, time 295.00ms, mfu 1.18%
iter 3310: loss 0.1775, time 296.98ms, mfu 1.19%
iter 3320: loss 0.1743, time 295.61ms, mfu 1.19%
iter 3330: loss 0.1756, time 296.43ms, mfu 1.20%
iter 3340: loss 0.1813, time 295.92ms, mfu 1.21%
iter 3350: loss 0.1834, time 296.12ms, mfu 1.21%
iter 3360: loss 0.1782, time 295.76ms, mfu 1.22%
iter 3370: loss 0.1751, time 296.49ms, mfu 1.22%
iter 3380: loss 0.1710, time 295.62ms, mfu 1.22%
iter 3390: loss 0.1808, time 295.72ms, mfu 1.23%
iter 3400: loss 0.1694, time 296.26ms, mfu 1.23%
iter 3410: loss 0.1717, time 296.23ms, mfu 1.23%
iter 3420: loss 0.1717, time 297.17ms, mfu 1.24%
iter 3430: loss 0.1601, time 296.01ms, mfu 1.24%
iter 3440: loss 0.1672, time 296.80ms, mfu 1.24%
iter 3450: loss 0.1741, time 296.90ms, mfu 1.24%
iter 3460: loss 0.1654, time 296.62ms, mfu 1.24%
iter 3470: loss 0.1681, time 296.84ms, mfu 1.24%
iter 3480: loss 0.1624, time 296.95ms, mfu 1.25%
iter 3490: loss 0.1587, time 296.27ms, mfu 1.25%
step 3500: train loss 0.0776, val loss 3.1958
iter 3500: loss 0.1632, time 41394.13ms, mfu 1.12%
iter 3510: loss 0.1740, time 296.54ms, mfu 1.14%
iter 3520: loss 0.1628, time 298.08ms, mfu 1.15%
iter 3530: loss 0.1641, time 299.14ms, mfu 1.16%
iter 3540: loss 0.1579, time 296.70ms, mfu 1.17%
iter 3550: loss 0.1757, time 296.44ms, mfu 1.18%
iter 3560: loss 0.1600, time 297.38ms, mfu 1.18%
iter 3570: loss 0.1589, time 296.38ms, mfu 1.19%
iter 3580: loss 0.1685, time 298.36ms, mfu 1.20%
iter 3590: loss 0.1442, time 296.98ms, mfu 1.20%
iter 3600: loss 0.1540, time 296.45ms, mfu 1.21%
iter 3610: loss 0.1510, time 297.83ms, mfu 1.21%
iter 3620: loss 0.1516, time 297.60ms, mfu 1.22%
iter 3630: loss 0.1598, time 295.64ms, mfu 1.22%
iter 3640: loss 0.1443, time 294.85ms, mfu 1.23%
iter 3650: loss 0.1561, time 296.56ms, mfu 1.23%
iter 3660: loss 0.1620, time 295.64ms, mfu 1.23%
iter 3670: loss 0.1491, time 295.83ms, mfu 1.23%
iter 3680: loss 0.1476, time 295.31ms, mfu 1.24%
iter 3690: loss 0.1657, time 295.30ms, mfu 1.24%
iter 3700: loss 0.1529, time 296.15ms, mfu 1.24%
iter 3710: loss 0.1565, time 295.76ms, mfu 1.24%
iter 3720: loss 0.1519, time 296.95ms, mfu 1.24%
iter 3730: loss 0.1472, time 296.66ms, mfu 1.25%
iter 3740: loss 0.1562, time 295.71ms, mfu 1.25%
step 3750: train loss 0.0748, val loss 3.2138
iter 3750: loss 0.1521, time 41147.77ms, mfu 1.12%
iter 3760: loss 0.1457, time 296.07ms, mfu 1.14%
iter 3770: loss 0.1526, time 294.90ms, mfu 1.15%
iter 3780: loss 0.1493, time 294.48ms, mfu 1.16%
