# Baseline configuration
out_dir = 'out-shakespeare-max-iters-2k'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'shakespeare-max-iters-2k'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2
learning_rate = 1e-3
max_iters = 2000 # changed
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'mps' 
compile = False # change to 'cuda' if you have a GPU
# set True only on Linux with GPU
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
iter 1280: loss 1.2516, time 298.77ms, mfu 1.17%
iter 1290: loss 1.2898, time 349.20ms, mfu 1.16%
iter 1300: loss 1.3053, time 291.62ms, mfu 1.17%
iter 1310: loss 1.2414, time 305.55ms, mfu 1.18%
iter 1320: loss 1.2987, time 311.93ms, mfu 1.18%
iter 1330: loss 1.2631, time 291.31ms, mfu 1.19%
iter 1340: loss 1.2975, time 291.33ms, mfu 1.20%
iter 1350: loss 1.2575, time 294.27ms, mfu 1.21%
iter 1360: loss 1.2735, time 308.97ms, mfu 1.21%
iter 1370: loss 1.2598, time 295.64ms, mfu 1.21%
iter 1380: loss 1.2649, time 305.46ms, mfu 1.21%
iter 1390: loss 1.2477, time 293.34ms, mfu 1.22%
iter 1400: loss 1.2643, time 297.59ms, mfu 1.22%
iter 1410: loss 1.2490, time 302.35ms, mfu 1.22%
iter 1420: loss 1.2715, time 314.23ms, mfu 1.22%
iter 1430: loss 1.2432, time 308.95ms, mfu 1.22%
iter 1440: loss 1.2546, time 305.38ms, mfu 1.22%
iter 1450: loss 1.2322, time 297.36ms, mfu 1.22%
iter 1460: loss 1.2362, time 291.89ms, mfu 1.23%
iter 1470: loss 1.2201, time 303.42ms, mfu 1.23%
iter 1480: loss 1.2133, time 304.13ms, mfu 1.23%
iter 1490: loss 1.2355, time 296.03ms, mfu 1.23%
step 1500: train loss 1.1528, val loss 1.4825
saving checkpoint to out-shakespeare-max-iters-2k
iter 1500: loss 1.1824, time 41896.65ms, mfu 1.11%
iter 1510: loss 1.2352, time 290.21ms, mfu 1.13%
iter 1520: loss 1.2206, time 290.15ms, mfu 1.14%
iter 1530: loss 1.2543, time 291.20ms, mfu 1.16%
iter 1540: loss 1.1943, time 291.10ms, mfu 1.17%
iter 1550: loss 1.2292, time 291.27ms, mfu 1.18%
iter 1560: loss 1.2131, time 294.26ms, mfu 1.19%
iter 1570: loss 1.2386, time 290.51ms, mfu 1.20%
