Overriding config with config/train_shakespeare_char_run4_2layers.py:
# Baseline configuration
out_dir = 'out-shakespeare-2layers'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = '2-layers'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 2 # changed
n_head = 6
n_embd = 384
dropout = 0.2
learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'mps' 
compile = False # change to 'cuda' if you have a GPU
# set True only on Linux with GPU
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 3.57M
num decayed parameter tensors: 10, with 3,662,208 parameters
num non-decayed parameter tensors: 5, with 1,920 parameters
using fused AdamW: False
iter 2060: loss 1.3517, time 105.15ms, mfu 1.11%
iter 2070: loss 1.3604, time 105.76ms, mfu 1.12%
iter 2080: loss 1.3162, time 105.32ms, mfu 1.13%
iter 2090: loss 1.3687, time 105.52ms, mfu 1.13%
iter 2100: loss 1.3406, time 105.27ms, mfu 1.14%
iter 2110: loss 1.3593, time 105.50ms, mfu 1.14%
iter 2120: loss 1.3652, time 105.14ms, mfu 1.15%
iter 2130: loss 1.3411, time 105.43ms, mfu 1.15%
iter 2140: loss 1.3535, time 105.36ms, mfu 1.15%
iter 2150: loss 1.3788, time 104.98ms, mfu 1.16%
iter 2160: loss 1.3372, time 105.48ms, mfu 1.16%
iter 2170: loss 1.3355, time 105.09ms, mfu 1.16%
iter 2180: loss 1.3323, time 105.46ms, mfu 1.16%
iter 2190: loss 1.3471, time 105.03ms, mfu 1.17%
iter 2200: loss 1.3486, time 105.88ms, mfu 1.17%
iter 2210: loss 1.3560, time 105.62ms, mfu 1.17%
iter 2220: loss 1.3500, time 104.66ms, mfu 1.17%
iter 2230: loss 1.3414, time 105.50ms, mfu 1.17%
iter 2240: loss 1.3428, time 105.07ms, mfu 1.17%
step 2250: train loss 1.2251, val loss 1.5336
saving checkpoint to out-shakespeare-2layers
iter 2250: loss 1.3276, time 14985.66ms, mfu 1.06%
iter 2260: loss 1.3486, time 105.45ms, mfu 1.07%
iter 2270: loss 1.3368, time 104.16ms, mfu 1.08%
iter 2280: loss 1.3596, time 104.29ms, mfu 1.09%
iter 2290: loss 1.3400, time 103.98ms, mfu 1.10%
iter 2300: loss 1.3353, time 104.14ms, mfu 1.11%
iter 2310: loss 1.3342, time 104.39ms, mfu 1.12%
iter 2320: loss 1.3176, time 104.63ms, mfu 1.13%
iter 2330: loss 1.3307, time 103.40ms, mfu 1.14%
iter 2340: loss 1.3416, time 104.98ms, mfu 1.14%
iter 2350: loss 1.3446, time 111.26ms, mfu 1.14%
iter 2360: loss 1.3463, time 104.30ms, mfu 1.15%
iter 2370: loss 1.3231, time 103.03ms, mfu 1.15%
iter 2380: loss 1.3382, time 104.26ms, mfu 1.16%
iter 2390: loss 1.3038, time 102.66ms, mfu 1.16%
iter 2400: loss 1.3380, time 101.56ms, mfu 1.17%
iter 2410: loss 1.3340, time 104.41ms, mfu 1.17%
iter 2420: loss 1.3542, time 104.53ms, mfu 1.17%
iter 2430: loss 1.3553, time 104.35ms, mfu 1.18%
iter 2440: loss 1.3271, time 103.70ms, mfu 1.18%
iter 2450: loss 1.3519, time 104.47ms, mfu 1.18%
iter 2460: loss 1.3004, time 103.99ms, mfu 1.18%
iter 2470: loss 1.3309, time 104.27ms, mfu 1.18%
iter 2480: loss 1.3235, time 103.53ms, mfu 1.19%
iter 2490: loss 1.3283, time 103.62ms, mfu 1.19%
step 2500: train loss 1.2111, val loss 1.5334
saving checkpoint to out-shakespeare-2layers
iter 2500: loss 1.3146, time 14817.62ms, mfu 1.07%
iter 2510: loss 1.3023, time 106.72ms, mfu 1.08%
iter 2520: loss 1.3048, time 104.07ms, mfu 1.09%
iter 2530: loss 1.3506, time 103.76ms, mfu 1.10%
iter 2540: loss 1.3478, time 103.67ms, mfu 1.11%
iter 2550: loss 1.3134, time 104.13ms, mfu 1.12%
iter 2560: loss 1.2871, time 103.80ms, mfu 1.13%
iter 2570: loss 1.3179, time 103.64ms, mfu 1.14%
iter 2580: loss 1.3439, time 103.91ms, mfu 1.14%
iter 2590: loss 1.2976, time 103.74ms, mfu 1.15%
iter 2600: loss 1.3102, time 104.42ms, mfu 1.15%
iter 2610: loss 1.3473, time 103.65ms, mfu 1.16%
iter 2620: loss 1.3050, time 103.22ms, mfu 1.16%
iter 2630: loss 1.3125, time 103.90ms, mfu 1.17%
iter 2640: loss 1.3125, time 103.73ms, mfu 1.17%
iter 2650: loss 1.3106, time 102.99ms, mfu 1.17%
iter 2660: loss 1.3136, time 103.24ms, mfu 1.18%
iter 2670: loss 1.3349, time 103.50ms, mfu 1.18%
iter 2680: loss 1.2899, time 104.29ms, mfu 1.18%
iter 2690: loss 1.3311, time 103.33ms, mfu 1.18%
iter 2700: loss 1.3231, time 102.61ms, mfu 1.19%
iter 2710: loss 1.3162, time 103.59ms, mfu 1.19%
iter 2720: loss 1.2914, time 103.35ms, mfu 1.19%
iter 2730: loss 1.3174, time 103.22ms, mfu 1.19%
iter 2740: loss 1.2848, time 103.72ms, mfu 1.19%
step 2750: train loss 1.1906, val loss 1.5238
saving checkpoint to out-shakespeare-2layers
iter 2750: loss 1.2855, time 14718.28ms, mfu 1.08%
iter 2760: loss 1.3266, time 101.82ms, mfu 1.09%
iter 2770: loss 1.2960, time 103.98ms, mfu 1.10%
iter 2780: loss 1.2823, time 103.26ms, mfu 1.11%
iter 2790: loss 1.3170, time 103.25ms, mfu 1.12%
iter 2800: loss 1.2923, time 102.78ms, mfu 1.13%
iter 2810: loss 1.3023, time 102.56ms, mfu 1.14%
iter 2820: loss 1.2851, time 103.25ms, mfu 1.15%
iter 2830: loss 1.3152, time 102.45ms, mfu 1.15%
iter 2840: loss 1.2950, time 102.68ms, mfu 1.16%
iter 2850: loss 1.3312, time 103.05ms, mfu 1.16%
iter 2860: loss 1.3159, time 102.70ms, mfu 1.17%
iter 2870: loss 1.3352, time 102.93ms, mfu 1.17%
iter 2880: loss 1.2786, time 102.80ms, mfu 1.18%
iter 2890: loss 1.2851, time 103.41ms, mfu 1.18%
iter 2900: loss 1.3037, time 103.48ms, mfu 1.18%
iter 2910: loss 1.2955, time 102.48ms, mfu 1.19%
iter 2920: loss 1.2941, time 103.07ms, mfu 1.19%
iter 2930: loss 1.3136, time 102.36ms, mfu 1.19%
iter 2940: loss 1.2712, time 103.30ms, mfu 1.19%
iter 2950: loss 1.2766, time 102.84ms, mfu 1.20%
iter 2960: loss 1.2864, time 103.12ms, mfu 1.20%
iter 2970: loss 1.2869, time 102.94ms, mfu 1.20%
iter 2980: loss 1.2922, time 103.82ms, mfu 1.20%
iter 2990: loss 1.3232, time 103.16ms, mfu 1.20%
step 3000: train loss 1.1762, val loss 1.5131
saving checkpoint to out-shakespeare-2layers
iter 3000: loss 1.3097, time 14661.93ms, mfu 1.08%
iter 3010: loss 1.2850, time 101.99ms, mfu 1.09%
iter 3020: loss 1.2822, time 102.39ms, mfu 1.11%
