Overriding config with config/train_shakespeare_char_run2.py:
# Baseline configuration
out_dir = 'out-shakespeare-run2'
eval_interval = 250
eval_iters = 200
log_interval = 10
always_save_checkpoint = False
wandb_log = False
wandb_project = 'nanoGPT-assignment'
wandb_run_name = 'run2'
dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.0 # changed to 0.0
learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99
warmup_iters = 100
weight_decay = 1e-1
device = 'mps' 
compile = False # change to 'cuda' if you have a GPU
# set True only on Linux with GPU
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: False
iter 1260: loss 0.9621, time 260.24ms, mfu 1.26%
iter 1270: loss 0.9494, time 266.64ms, mfu 1.28%
iter 1280: loss 0.9290, time 259.44ms, mfu 1.29%
iter 1290: loss 0.9359, time 270.11ms, mfu 1.30%
iter 1300: loss 0.9405, time 262.32ms, mfu 1.31%
iter 1310: loss 0.8854, time 260.48ms, mfu 1.33%
iter 1320: loss 0.9211, time 259.26ms, mfu 1.34%
iter 1330: loss 0.8822, time 266.52ms, mfu 1.34%
iter 1340: loss 0.9223, time 262.65ms, mfu 1.35%
iter 1350: loss 0.8895, time 261.15ms, mfu 1.36%
iter 1360: loss 0.8821, time 261.58ms, mfu 1.36%
iter 1370: loss 0.8693, time 262.81ms, mfu 1.37%
iter 1380: loss 0.8740, time 259.60ms, mfu 1.38%
iter 1390: loss 0.8376, time 259.55ms, mfu 1.38%
iter 1400: loss 0.8438, time 262.89ms, mfu 1.39%
iter 1410: loss 0.8682, time 260.93ms, mfu 1.39%
iter 1420: loss 0.8650, time 259.44ms, mfu 1.39%
iter 1430: loss 0.8324, time 260.28ms, mfu 1.40%
iter 1440: loss 0.8173, time 259.08ms, mfu 1.40%
iter 1450: loss 0.7895, time 260.31ms, mfu 1.41%
iter 1460: loss 0.7892, time 259.49ms, mfu 1.41%
iter 1470: loss 0.7831, time 259.99ms, mfu 1.41%
iter 1480: loss 0.7403, time 260.85ms, mfu 1.41%
iter 1490: loss 0.7877, time 259.46ms, mfu 1.41%
step 1500: train loss 0.7628, val loss 1.8307
iter 1500: loss 0.6972, time 41067.59ms, mfu 1.27%
iter 1510: loss 0.7434, time 258.57ms, mfu 1.29%
iter 1520: loss 0.7619, time 258.24ms, mfu 1.31%
